Parameter Name,Schedule Names,Primary Schedule,Data Type,Type/Instance,Categories,Group,GUID,Description
CST_S_REI_SPACING_MM,Reinforcement Schedule,Reinforcement Schedule,LENGTH,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,4fcf77a1-6444-5c57-8fff-214e76f9b70e,Cst S Rei Spacing Mm [ISO 19650-2:2018]
CST_S_REI_TYPE_TXT,Reinforcement - Material Takeoff; Reinforcement Schedule,Reinforcement - Material Takeoff,TEXT,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,c7c6d650-0fdd-50f9-b7ed-347a47a92a52,Cst S Rei Type Txt [ISO 19650-2:2018]
CST_S_REI_WEIGHT_KG,Reinforcement - Material Takeoff; Reinforcement Schedule,Reinforcement - Material Takeoff,NUMBER,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,dca82f18-af10-5a55-a9b9-f1628b0cd9e7,Cst S Rei Weight Kg [ISO 19650-2:2018]
CST_S_REI_WEIGHT_WASTAGE_KG,Reinforcement - Material Takeoff; Reinforcement Schedule,Reinforcement - Material Takeoff,NUMBER,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,d9b73a97-fed2-5b86-86ac-0c53f1987157,Cst S Rei Weight Wastage Kg [ISO 19650-2:2018]
CST_S_REI_WIRE_WEIGHT_KG,Reinforcement Schedule,Reinforcement Schedule,NUMBER,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,2c77aca1-c108-5bf8-a587-be6b2cff6f80,Cst S Rei Wire Weight Kg [ISO 19650-2:2018]
CST_TOTAL_ADHESIVE_COST,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,762b6565-b7ec-4c8a-b24d-5b6015c43f55,Total adhesive cost in UGX [ISO 19650-3:2020]
CST_TOTAL_AGGREGATE_COST,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,0183f5ef-7092-42a6-aa12-99ec5f1ae02b,Total aggregate cost in UGX [ISO 19650-3:2020]
CST_TOTAL_BLOCKS_COST,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,08cf6090-f96e-4de2-9110-39e9c5895b55,Total blocks cost in UGX [ISO 19650-3:2020]
CST_TOTAL_CEMENT_COST,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,02a0dd0a-c229-4f80-9a34-6acb338ede14,Total cement cost in UGX [ISO 19650-3:2020]
CST_TOTAL_COST_UGX,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,1d11176f-fb0e-4cdc-a320-b98212e8b3dd,Grand total cost in UGX [ISO 19650-3:2020]
CST_TOTAL_EQUIPMENT_COST,,,CURRENCY,Type,,CST_PROC,,Total equipment cost in UGX [ISO 19650-3:2020]
CST_TOTAL_GROUT_COST,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,e1a654de-7c4a-4504-ae1b-b1c3b12e3eb6,Total grout cost in UGX [ISO 19650-3:2020]
CST_TOTAL_LABOUR_COST,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,e0080184-258d-4910-92b5-acce14480380,Total labour cost in UGX [ISO 19650-3:2020]
CST_TOTAL_MATERIAL_COST,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,502fb8d7-f4ee-4711-8f35-b6d16917cc39,Total material cost in UGX [ISO 19650-3:2020]
CST_TOTAL_PAINT_COST,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,48a80c72-a344-4f9f-9035-928e9f1ecae6,Total paint cost in UGX [ISO 19650-3:2020]
CST_TOTAL_PLASTER_COST,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,53630844-8d0e-405c-87ba-6b6aef5552c8,Total plaster cost in UGX [ISO 19650-3:2020]
CST_TOTAL_ROOFING_COST,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,a0302da9-fe50-4b97-a199-21fc7b12defe,Total roofing cost in UGX [ISO 19650-3:2020]
CST_TOTAL_SAND_COST,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,d090e92b-0946-4c30-a1cc-f03d1fd653c7,Total sand cost in UGX [ISO 19650-3:2020]
CST_TOTAL_STEEL_COST,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,1d8c4113-6684-4d8a-8f1b-84c0caa1c80e,Total steel cost in UGX [ISO 19650-3:2020]
CST_TOTAL_TILE_COST,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,b606df15-39b5-4d06-a337-23b0a94506f9,Total tiles cost in UGX [ISO 19650-3:2020]
CST_UNIT_PRICE_ADHESIVE_UGX,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,f3ba3b8a-1950-4f08-9a31-63b759e2dc60,Unit price per kilogram adhesive in UGX [ISO 19650-3:2020]
CST_UNIT_PRICE_AGGREGATE_UGX,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,6917fbe0-e1a5-4590-a5dc-3c4933a93a2f,Unit price per cubic meter aggregate in UGX [ISO 19650-3:2020]
CST_UNIT_PRICE_BLOCK_UGX,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,981b325f-f103-4911-810f-b1e07b5325dd,Unit price per block in UGX [ISO 19650-3:2020]
CST_UNIT_PRICE_CEMENT_UGX,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,218c73b9-4c9c-4c9f-a78d-3aae9b05c8f1,Unit price per cement bag in UGX [ISO 19650-3:2020]
CST_UNIT_PRICE_FASTENER_UGX,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,90e38244-96bb-48ec-aa10-6c9a6b23aa9c,Unit price per fastener in UGX [ISO 19650-3:2020]
CST_UNIT_PRICE_GROUT_UGX,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,ae3fc1d4-ae94-4b3f-9101-1b1411c42eed,Unit price per kilogram grout in UGX [ISO 19650-3:2020]
CST_UNIT_PRICE_PAINT_UGX,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,8aa51fc1-275b-4c90-ace5-7eec66e8d25d,Unit price per liter paint in UGX [ISO 19650-3:2020]
CST_UNIT_PRICE_PRIMER_UGX,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,3e752ab7-7a0f-4564-8931-c2fc456343cf,Unit price per liter primer in UGX [ISO 19650-3:2020]
CST_UNIT_PRICE_SAND_UGX,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,d5f55c06-5782-43c1-b8d6-47ac44a03f29,Unit price per cubic meter sand in UGX [ISO 19650-3:2020]
CST_UNIT_PRICE_SHEET_UGX,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,2bdebe83-56ba-4e77-a27a-8179f7ad01c4,Unit price per roofing sheet in UGX [ISO 19650-3:2020]
CST_UNIT_PRICE_STEEL_UGX,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,e483e6e5-e131-4f4f-a898-b44f18e65546,Unit price per kilogram steel in UGX [ISO 19650-3:2020]
CST_UNIT_PRICE_TILE_UGX,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,828e0bf9-51f1-480b-a718-6803671975eb,Unit price per square meter tile in UGX [ISO 19650-3:2020]
DS_NAME_TXT,,,TEXT,Type,Generic Models,TPL_TRACKING,395b2b3b-843a-4db6-8358-01892db83144,Dimension style name [ISO 19650-1:2018]
DS_PRECISION_TXT,,,TEXT,Type,Generic Models,TPL_TRACKING,ae90f3da-b536-4049-9591-45f414795c76,Dimension precision [ISO 19650-1:2018]
DS_TEXT_FONT_TXT,,,TEXT,Type,Generic Models,TPL_TRACKING,8a55440d-e288-4c5f-9f5f-c2fcadf3a0af,Text font [ISO 19650-1:2018]
DS_TEXT_SIZE_NR,,,NUMBER,Type,Generic Models,TPL_TRACKING,62aaa434-fb79-426d-b5c7-79498e70bffb,Text size in mm [ISO 19650-1:2018]
DS_TICK_MARK_TXT,,,TEXT,Type,Generic Models,TPL_TRACKING,411c6496-6b6d-43ef-94ee-5237433ff2db,Tick mark style [ISO 19650-1:2018]
DS_TICK_SIZE_NR,,,NUMBER,Type,Generic Models,TPL_TRACKING,cdccd3b9-cb8f-46f9-b87a-73ff3abd7af5,Tick mark size in mm [ISO 19650-1:2018]
DS_TYPE_TXT,,,TEXT,Type,Generic Models,TPL_TRACKING,88647645-8e89-45ba-b6bd-e44fd4f4a70d,Dimension type [ISO 19650-1:2018]
DS_UNITS_FORMAT_TXT,,,TEXT,Type,Generic Models,TPL_TRACKING,f5d032eb-78c4-4d1c-8dd0-cc4456324794,Units format [ISO 19650-1:2018]
ELC_CBL_AMPACITY_A,Cable Schedule,Cable Schedule,ELECTRICAL_CURRENT,Type,"Cable Trays, Conduits, Generic Models",ELC_PWR,4f556c4d-4ae6-5784-9a23-f5787eb9b56e,Elc Cbl Ampacity A [ISO 19650-1:2018]
ELC_CBL_COND_SZ_SQ_MM,Cable Schedule,Cable Schedule,AREA,Type,"Cable Trays, Conduits, Generic Models",ELC_PWR,9b26b39e-c900-580a-b4dd-126be741a922,Elc Cbl Cond Sz Sq Mm [ISO 19650-1:2018]
ELC_CBL_DERATING_FCT_NR,Cable Schedule,Cable Schedule,NUMBER,Type,"Cable Trays, Conduits, Generic Models",ELC_PWR,c6d3b094-3690-5fb0-846b-72abf8a784ab,Elc Cbl Derating Fct Nr [ISO 19650-1:2018]
ELC_CBL_DESTINATION_TO_TXT,Cable Schedule,Cable Schedule,TEXT,Type,"Cable Trays, Conduits, Generic Models",ELC_PWR,8883920c-0f0e-536e-bef4-799801211488,Elc Cbl Destination To Txt [ISO 19650-1:2018]
ELC_CBL_INSTALL_METHOD_TXT,Cable Schedule,Cable Schedule,TEXT,Type,"Cable Trays, Conduits, Generic Models",ELC_PWR,715b004a-b0de-5605-85d0-eedf1a6ba2da,Elc Cbl Install Method Txt [ISO 19650-1:2018]
ELC_CBL_INS_TYPE_TXT,Cable Schedule,Cable Schedule,TEXT,Type,"Cable Trays, Conduits, Generic Models",ELC_PWR,2b14dbc5-f6ff-5bcb-b7a1-896a8ae2ec53,Elc Cbl Ins Type Txt [ISO 19650-1:2018]
ELC_CBL_LENGTH_M,Cable Schedule,Cable Schedule,LENGTH,Type,"Cable Trays, Conduits, Generic Models",ELC_PWR,da71ae59-9744-5fe4-ad20-4b0687404e58,Elc Cbl Length M [ISO 19650-1:2018]
ELC_CBL_NR_TXT,Cable Schedule,Cable Schedule,TEXT,Type,"Cable Trays, Conduits, Generic Models",ELC_PWR,6f0de18a-a61d-5928-9cd9-449eb8d7361a,Elc Cbl Nr Txt [ISO 19650-1:2018]
ELC_CBL_NUM_OF_CORES_NR,Cable Schedule,Cable Schedule,NUMBER,Type,"Cable Trays, Conduits, Generic Models",ELC_PWR,3d9ae221-0383-5071-b9fc-52fe92e9088d,Elc Cbl Num Of Cores Nr [ISO 19650-1:2018]
ELC_CBL_SOURCE_FROM_TXT,Cable Schedule,Cable Schedule,TEXT,Type,"Cable Trays, Conduits, Generic Models",ELC_PWR,f4e05f48-bd68-53d7-bbcf-01555243629b,Elc Cbl Source From Txt [ISO 19650-1:2018]
ELC_CBL_SZ_MM,Cable Schedule,Cable Schedule,LENGTH,Type,"Cable Trays, Conduits, Generic Models",ELC_PWR,d08c2c5d-577f-5861-b615-b1b427d573a7,Elc Cbl Sz Mm [ISO 19650-1:2018]
ELC_CBL_SZ_PER_CORE_MM,Cable Schedule,Cable Schedule,LENGTH,Type,"Cable Trays, Conduits, Generic Models",ELC_PWR,25d3aadf-0495-5897-84ee-e07c33fe2244,Elc Cbl Sz Per Core Mm [ISO 19650-1:2018]
ELC_CKT_BRK_RATING_A,Circuit Schedule,Circuit Schedule,ELECTRICAL_CURRENT,Type,"Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,8686e464-9edb-5112-a6a3-d0b7624d12f7,Elc Ckt Brk Rating A [ISO 19650-1:2018]
ELC_CKT_CBL_SZ_MM,Circuit Schedule,Circuit Schedule,LENGTH,Type,"Cable Trays, Conduits, Generic Models",ELC_PWR,5fdec965-f61d-51e4-9fdb-a2461a9b8241,Elc Ckt Cbl Sz Mm [ISO 19650-1:2018]
ELC_CKT_CBL_TYPE_TXT,Circuit Schedule,Circuit Schedule,TEXT,Type,"Cable Trays, Conduits, Generic Models",ELC_PWR,06300e4f-bfb5-527f-b497-f8086ea01bcf,Elc Ckt Cbl Type Txt [ISO 19650-1:2018]
ELC_CKT_CUR_A,Circuit Schedule,Circuit Schedule,ELECTRICAL_CURRENT,Type,"Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,35d7f2c9-39b3-5cf3-867b-020dd1edb24d,Elc Ckt Cur A [ISO 19650-1:2018]
ELC_CKT_FINAL_TXT,Circuit Schedule,Circuit Schedule,TEXT,Type,"Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,9cec857c-be26-5146-a85b-d69749aa4592,Elc Ckt Final Txt [ISO 19650-1:2018]
ELC_CKT_IDENTIFICATION_TXT,Circuit Schedule,Circuit Schedule,TEXT,Type,"Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,554e6560-f728-552e-8879-f949664d2f8d,Elc Ckt Identification Txt [ISO 19650-1:2018]
ELC_CKT_LENGTH_M,Circuit Schedule,Circuit Schedule,LENGTH,Type,"Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,26374738-d41a-5995-97d2-3de4eb1664a0,Elc Ckt Length M [ISO 19650-1:2018]
ELC_CKT_NR,Circuit Schedule,Circuit Schedule,NUMBER,Type,"Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,6ad8ee51-59c2-551d-8b26-ad7194c50ec8,Elc Ckt Nr [ISO 19650-1:2018]
ELC_CKT_PHASE_COUNT_NR,Circuit Schedule,Circuit Schedule,INTEGER,Type,"Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,9a3d204e-5cc8-5e7a-8199-174d407c0210,Elc Ckt Phase Count Nr [ISO 19650-1:2018]
ELC_CKT_PWR_KW,Circuit Schedule,Circuit Schedule,ELECTRICAL_POWER,Type,"Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,af31c470-7148-5135-b18d-7fe4eb536de5,Elc Ckt Pwr Kw [ISO 19650-1:2018]
ELC_CKT_VLT_V,Circuit Schedule,Circuit Schedule,ELECTRICAL_POTENTIAL,Type,"Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,b1bf20ca-7ff0-51c0-8a21-55eb9e18fe7f,Elc Ckt Vlt V [ISO 19650-1:2018]
ELC_DIV_FCT_NR,Electrical Schedule,Electrical Schedule,NUMBER,Type,"Cable Trays, Conduits, Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,f7aed743-08cc-5147-ae86-f7049c7b7f39,Elc Div Fct Nr [ISO 19650-1:2018]
ELC_EQUIPMENT_TYPE_TXT,Electrical Schedule,Electrical Schedule,TEXT,Type,"Cable Trays, Conduits, Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,00fa6c8f-1349-52af-a61b-29153dbf2cb2,Elc Equipment Type Txt [ISO 19650-1:2018]
ELC_IP_RATING_TXT,Lighting Schedule,Lighting Schedule,TEXT,Type,"Cable Trays, Conduits, Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,4529878a-ddd0-5dd1-8c12-caad8b5bd8ed,Elc Ip Rating Txt [ISO 19650-1:2018]
ELC_LP_CONNECTION_TYPE_TXT,,,TEXT,Type,"Cable Trays, Conduits, Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,6ec4e66a-d15d-5715-aa76-190f6ef5f628,Elc Lp Connection Type Txt [ISO 19650-1:2018]
ELC_LP_EARTH_RES_OHMS,,,VOLUME,Type,"Cable Trays, Conduits, Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,ce2fc22d-99f9-58c1-91f6-26bebf223b4e,Elc Lp Earth Res Ohms [ISO 19650-1:2018]
ELC_PNL_CKT_SOURCE_NAME_TXT,Circuit Schedule,Circuit Schedule,TEXT,Type,"Electrical Equipment, Generic Models",ELC_PWR,3efc7b1a-5be1-533b-af3e-99cbd8c04af5,Elc Pnl Ckt Source Name Txt [ISO 19650-1:2018]
ELC_PNL_CONNECTED_LOAD_KW,Electrical Schedule,Electrical Schedule,ELECTRICAL_POWER,Type,"Electrical Equipment, Generic Models",ELC_PWR,9df4b41b-3c97-5bbd-bce8-4e3ff9c5e0dc,Elc Pnl Connected Load Kw [ISO 19650-1:2018]
ELC_PNL_DESIGNATION_NAME_TXT,Electrical Schedule,Electrical Schedule,TEXT,Type,"Electrical Equipment, Generic Models",ELC_PWR,ea6fc977-0678-5a5c-b1b5-a19e9f3e17e0,Elc Pnl Designation Name Txt [ISO 19650-1:2018]
ELC_PNL_FED_FROM_PNL_TXT,Electrical Schedule,Electrical Schedule,TEXT,Type,"Electrical Equipment, Generic Models",ELC_PWR,1a340249-26d2-55ff-b3fe-63d245e170df,Elc Pnl Fed From Pnl Txt [ISO 19650-1:2018]
ELC_PNL_MAIN_BRK_A,Electrical Schedule,Electrical Schedule,ELECTRICAL_CURRENT,Type,"Electrical Equipment, Generic Models",ELC_PWR,ec3c2a37-6a06-5794-a048-e405c362a8a4,Elc Pnl Main Brk A [ISO 19650-1:2018]
ELC_PNL_NUM_OF_WAYS_NR,Electrical Schedule,Electrical Schedule,NUMBER,Type,"Electrical Equipment, Generic Models",ELC_PWR,7f871de1-9153-549f-a19f-290683618f46,Elc Pnl Num Of Ways Nr [ISO 19650-1:2018]
ELC_PNL_PHS_COUNT_NR,Electrical Schedule,Electrical Schedule,INTEGER,Type,"Electrical Equipment, Generic Models",ELC_PWR,febd6223-1632-599f-991b-cbeb3b8fd979,Elc Pnl Phs Count Nr [ISO 19650-1:2018]
ELC_PNL_SHORT_CIRCUIT_RATING_KA,Electrical Schedule,Electrical Schedule,TEXT,Type,"Electrical Equipment, Generic Models",ELC_PWR,eac6e4e0-593e-521c-a4d8-f6142f0010a5,Elc Pnl Short Circuit Rating Ka [ISO 19650-1:2018]
ELC_PNL_VLT_V,Electrical Schedule,Electrical Schedule,ELECTRICAL_POTENTIAL,Type,"Electrical Equipment, Generic Models",ELC_PWR,1080edf4-7df6-5705-9515-0fb674933c1b,Elc Pnl Vlt V [ISO 19650-1:2018]
ELC_PWR_CIR_LOAD_TYPE_TXT,Circuit Schedule,Circuit Schedule,TEXT,Type,"Cable Trays, Conduits, Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,2c471520-95f9-5dd1-a2d8-6c0f806dbb7f,Elc Pwr Cir Load Type Txt [ISO 19650-1:2018]
ELC_PWR_CONNECTED_LOAD_KW,,,ELECTRICAL_POWER,Type,"Cable Trays, Conduits, Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,5d0e4463-a9c8-5df2-82bc-703c62395bd9,Elc Pwr Connected Load Kw [ISO 19650-1:2018]
ELC_PWR_KW,,,ELECTRICAL_POWER,Type,"Cable Trays, Conduits, Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,1090274a-74b8-5ac4-8eaf-4f36c4b6cb55,Elc Pwr Kw [ISO 19650-1:2018]
ELC_PWR_SPARE_01_TXT,,,TEXT,Type,"Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Cable Trays, Conduits, Generic Models",ELC_PWR,3049bb1d-3318-4c79-87c1-5d6b560df920,Spare parameter 1 for ELC_PWR group
ELC_PWR_SPARE_02_TXT,,,TEXT,Type,"Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Cable Trays, Conduits, Generic Models",ELC_PWR,69bff624-c1bc-49bf-b190-b4b69fbe699e,Spare parameter 2 for ELC_PWR group
ELC_SPARE_WAYS_NR,Electrical Schedule,Electrical Schedule,NUMBER,Type,"Cable Trays, Conduits, Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,8ff6b7e5-8ec9-58ab-8d92-52d2f189afb6,Elc Spare Ways Nr [ISO 19650-1:2018]
ELC_VLT_DROP_PCT,Circuit Schedule,Circuit Schedule,NUMBER,Type,"Cable Trays, Conduits, Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,cf27a6c4-4056-543b-876f-ca8747265b83,Elc Vlt Drop Pct [ISO 19650-1:2018]
ELC_VLT_PRIMARY_RATING_V,,,ELECTRICAL_POTENTIAL,Type,"Cable Trays, Conduits, Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,af785641-08c5-5f2b-91b9-40ea678f25c5,Elc Vlt Primary Rating V [ISO 19650-1:2018]
